;property_type;state;region;lat;lon;area_m2;price_brl
1003;apartment;Rio Grande do Sul;South;-30.019.569;-51.149.391;;580499.13
1004;apartment;Rio Grande do Sul;South;-296.922.092;-538.127.137;66;272590.73
1005;apartment;Rio Grande do Sul;South;-30.048.243;-51.205.936;131;302878.6
1006;apartment;Rio Grande do Sul;South;-30.045.134;-5.118.399;68;494701.71
1007;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;;312974.53
1008;apartment;Rio Grande do Sul;South;-30.061.272;-51.195.316;69;388271.65
1009;house;Rio Grande do Sul;South;-30.068.159;-51.229.153;151;1317521.92
1010;apartment;Rio Grande do Sul;South;-3.005.051;-51.188.564;70;333166.46
1011;apartment;Rio Grande do Sul;South;-30.004.568;-5.116.246;;524989.57
1012;apartment;Rio Grande do Sul;South;-2.969.225.444;-5.380.249.733;152;656236.96
1013;apartment;Rio Grande do Sul;South;-300.542.649;-512.185.974;70;620835.4
1014;apartment;Rio Grande do Sul;South;-29.920.921;-51.171.612;85;494701.71
1015;apartment;Rio Grande do Sul;South;-30.005.325;-51.199.802;75;249531.9
1016;apartment;Rio Grande do Sul;South;-296.898.042;-538.034.827;101;484605.74
1017;apartment;Rio Grande do Sul;South;-3.001.454;-51.212.147;65;449157.45
1018;apartment;Rio Grande do Sul;South;-29.975.916;-51.193.546;66;376432.64
1019;apartment;Rio Grande do Sul;South;-30.068.159;-51.229.153;;588895.33
1020;apartment;Rio Grande do Sul;South;-30.045.954;-51.140.778;66;272590.73
1021;apartment;Rio Grande do Sul;South;-300.350.587;-512.282.432;79;329382.13
1022;apartment;Rio Grande do Sul;South;-3.003.285;-51.155.926;77;424030.02
1023;apartment;Rio Grande do Sul;South;-30.105.785;-51.250.889;;1245945.82
1024;apartment;Rio Grande do Sul;South;-30.034.788;-51.195.995;238;1147846.81
1025;house;Rio Grande do Sul;South;-30.117.748;-51.250.511;232;959115.56
1026;apartment;Rio Grande do Sul;South;-30.022.408;-51.182.068;72;509845.64
1027;apartment;Rio Grande do Sul;South;-2.970.111.618;-5.382.523.629;95;399251.07
1028;apartment;Rio Grande do Sul;South;-300.320.559;-51.208.428;120;374297.86
1029;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;60;388557.89
1030;apartment;Rio Grande do Sul;South;-30.039.415;-51.211.819;102;676428.86
1031;apartment;Rio Grande do Sul;South;-30.043.938;-51.191.223;73;685713.69
1032;apartment;Rio Grande do Sul;South;-30.045.439;-51.203.999;75;524989.57
1033;house;Rio Grande do Sul;South;-30.185.879;-51.153.313;148;588895.33
1034;house;Rio Grande do Sul;South;-30.210.297;-51.111.507;151;454317.88
1035;apartment;Rio Grande do Sul;South;-30.038.923;-51.191.185;105;1514393
1036;apartment;Rio Grande do Sul;South;-30.039.001;-5.118.441;116;1247659.6
1037;apartment;Rio Grande do Sul;South;-297.357.618;-524.242.396;170;403838.12
1038;apartment;Rio Grande do Sul;South;-30.105.619;-51.242.771;69;332156.85
1039;house;Rio Grande do Sul;South;-30.144.749;-51.219.551;184;614288.44
1040;apartment;Rio Grande do Sul;South;-30.088.345;-512.486;;1447285.12
1041;apartment;Rio Grande do Sul;South;-30.031.038;-51.217.381;94;444221.95
1042;apartment;Rio Grande do Sul;South;-30.036.882;-51.200.722;124;398790.15
1043;apartment;Rio Grande do Sul;South;-30.002.981;-51.189.289;71;451153.7
1044;apartment;Rio Grande do Sul;South;-30.101.278;-51.237.732;;306534.98
1045;apartment;Rio Grande do Sul;South;-296.980.659;-538.154.587;100;287734.66
1046;house;Rio Grande do Sul;South;-297.160.056;-524.393.935;108;291773.02
1047;apartment;Rio Grande do Sul;South;-30.035.349;-51.162.209;194;898314.91
1048;apartment;Rio Grande do Sul;South;-30.060.946;-51.166.382;;376579.04
1049;house;Rio Grande do Sul;South;-301.562.146;-511.808.958;134;344272
1050;apartment;Rio Grande do Sul;South;-30.014.015;-51.175.533;93;868371.08
1051;apartment;Rio Grande do Sul;South;-30.031.361;-5.115.786;136;1297565.98
1052;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;143;1221610.36
1053;apartment;Rio Grande do Sul;South;-2.933.136;-49.803.558;55;272590.73
1054;apartment;Rio Grande do Sul;South;-30.019.669;-51.200.359;;1227697.04
1055;apartment;Rio Grande do Sul;South;-29.981.264;-51.185.822;66;267542.73
1056;apartment;Rio Grande do Sul;South;-30.027.906;-51.190.132;115;1380921.47
1057;apartment;Rio Grande do Sul;South;-30.032.068;-51.220.879;71;419113.8
1058;house;Rio Grande do Sul;South;-30.014.658;-5.113.533;139;628820.41
1059;apartment;Rio Grande do Sul;South;-30.014.015;-51.175.533;130;494701.71
1060;apartment;Rio Grande do Sul;South;-29.693.582;-537.946.145;80;320041.71
1061;apartment;Rio Grande do Sul;South;-2.994.697;-51.081.474;61;258456.37
1062;apartment;Rio Grande do Sul;South;-30.090.792;-51.223.923;83;292782.63
1063;house;Rio Grande do Sul;South;-30.157.801;-51.198.315;79;297830.6
1064;apartment;Rio Grande do Sul;South;-296.814.833;-537.986.531;103;277638.7
1065;apartment;Rio Grande do Sul;South;-30.006.578;-511.507;67;472490.6
1066;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;68;479557.78
1067;apartment;Rio Grande do Sul;South;-30.029.697;-51.202.991;101;560325.4
1068;house;Rio Grande do Sul;South;-29.927.111;-50.111.233;146;269494.46
1069;apartment;Rio Grande do Sul;South;-300.313.043;-512.337.612;;738614.47
1070;apartment;Rio Grande do Sul;South;-30.042.891;-51.224.834;65;312974.53
1071;apartment;Rio Grande do Sul;South;-296.937.855;-53.796.188;90;378598.22
1072;apartment;Rio Grande do Sul;South;-30.056.608;-51.167.461;60;454317.88
1073;apartment;Rio Grande do Sul;South;-30.043.938;-51.191.223;133;454317.88
1074;apartment;Rio Grande do Sul;South;-3.004.122;-5.122.538;80;312974.53
1075;apartment;Rio Grande do Sul;South;-296.918.977;-5.382.008.429;121;381284.76
1076;apartment;Rio Grande do Sul;South;-30.005.325;-51.199.802;70;252398.8
1077;apartment;Rio Grande do Sul;South;-30.051.098;-51.216.896;84;738614.47
1078;house;Rio Grande do Sul;South;-3.011.874;-51.017.544;124;249531.9
1079;apartment;Rio Grande do Sul;South;-300.527;-51.225.018;;604747.59
1080;apartment;Rio Grande do Sul;South;-30.019.997;-51.170.139;98;449157.45
1081;apartment;Rio Grande do Sul;South;-30.026.562;-51.190.315;87;538988.95
1082;house;Rio Grande do Sul;South;-30.119.474;-51.250.092;200;1272612.78
1083;apartment;Rio Grande do Sul;South;-2.933.136;-49.803.558;160;363454.32
1084;apartment;Rio Grande do Sul;South;-2.917.247.946;-5.151.177.779;226;1426558.23
1085;apartment;Rio Grande do Sul;South;-30.050.571;-51.222.179;89;393742.15
1086;apartment;Rio Grande do Sul;South;-296.965.606;-5.381.691;;1592013.65
1087;house;Rio Grande do Sul;South;-296.835.447;-538.212.009;173;585565.3
1088;house;Rio Grande do Sul;South;-30.008.654;-51.175.644;154;588895.33
1089;house;Rio Grande do Sul;South;-30.106.512;-51.121.956;240;793511.5
1090;apartment;Rio Grande do Sul;South;-300.353.388;-512.000.099;161;1110554.87
1091;house;Rio Grande do Sul;South;-28.297.142;-542.778.571;210;757196.48
1092;apartment;Rio Grande do Sul;South;-30.049.339;-51.199.142;69;312974.53
1093;house;Rio Grande do Sul;South;-30.088.015;-51.237.003;250;868251.97
1094;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;93;529007.65
1095;apartment;Rio Grande do Sul;South;-30.041.092;-51.221.848;126;530037.54
1096;apartment;Rio Grande do Sul;South;-30.058.289;-51.155.029;59;298440.15
1097;apartment;Rio Grande do Sul;South;-30.041.872;-51.215.961;66;318022.53
1098;apartment;Rio Grande do Sul;South;-30.022.842;-51.193.993;72;497067.58
1099;house;Rio Grande do Sul;South;-301.491.048;-512.097.227;102;353358.36
1100;apartment;Rio Grande do Sul;South;-30.026.922;-51.211.262;156;959115.56
1101;apartment;Rio Grande do Sul;South;-30.068.159;-51.229.153;90;403838.12
1102;house;Rio Grande do Sul;South;-2.961.058.005;-5.375.532.151;200;948221.29
1103;house;Rio Grande do Sul;South;-29.927.111;-50.111.233;234;321051.31
1104;apartment;Rio Grande do Sul;South;-30.046.061;-51.225.681;121;698639.97
1105;apartment;Rio Grande do Sul;South;-30.035.622;-51.232.117;134;778539.59
1106;apartment;Rio Grande do Sul;South;-296.873.064;-538.154.769;67;269494.46
1107;apartment;Rio Grande do Sul;South;-297.031.178;-537.196.334;102;449157.45
1108;apartment;Rio Grande do Sul;South;-30.024.475;-51.196.865;;757196.48
1109;apartment;Rio Grande do Sul;South;-3.003.301;-51.231.701;100;578914.03
1110;apartment;Rio Grande do Sul;South;-30.043.938;-51.191.223;109;472490.6
1111;house;Rio Grande do Sul;South;-30.034.859;-51.144.165;178;418982.05
1112;apartment;Rio Grande do Sul;South;-30.119.474;-51.250.092;113;573923.39
1113;apartment;Rio Grande do Sul;South;-3.003.689;-51.199.066;162;1261994.16
1114;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;60;480567.38
1115;apartment;Rio Grande do Sul;South;-30.031.038;-51.217.381;;434125.98
1116;apartment;Rio Grande do Sul;South;-30.034.723;-51.232.834;73;352348.75
1117;apartment;Rio Grande do Sul;South;-30.006.691;-51.179.111;71;323070.49
1118;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;95;494073.18
1119;apartment;Rio Grande do Sul;South;-30.043.938;-51.191.223;100;757196.48
1120;apartment;Rio Grande do Sul;South;-296.509.722;-507.757.844;85;323070.49
1121;house;Rio Grande do Sul;South;-296.781.357;-538.253.996;93;349344.66
1122;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;;1247659.6
1123;apartment;Rio Grande do Sul;South;-293.318.411;-4.972.841.912;118;588594.08
1124;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;58;434185.54
1125;house;Rio Grande do Sul;South;-30.152.267;-51.205.177;143;383646.22
1126;house;Rio Grande do Sul;South;-30.161.716;-51.202.991;248;1487210.24
1127;apartment;Rio Grande do Sul;South;-296.854.982;-511.277.967;88;302878.6
1128;house;Rio Grande do Sul;South;-300.678.162;-512.114.925;81;555277.43
1129;apartment;Rio Grande do Sul;South;-296.855.157;-538.061.745;80;398790.15
1130;apartment;Rio Grande do Sul;South;-30.053.726;-51.201.077;162;358406.32
1131;apartment;Rio Grande do Sul;South;-30.114.227;-512.486;130;663125.08
1132;house;Rio Grande do Sul;South;-30.047.504;-51.204.636;137;802628.28
1133;apartment;Rio Grande do Sul;South;-30.018.377;-51.197.815;68;269494.46
1134;house;Rio Grande do Sul;South;-3.005.175;-51.182.068;209;818464.67
1135;apartment;Rio Grande do Sul;South;-30.110.353;-51.223.923;126;978165.11
1136;apartment;Rio Grande do Sul;South;-30.042.011;-51.210.697;91;548970.21
1137;apartment;Rio Grande do Sul;South;-30.038.136;-51.188.606;66;374297.86
1138;apartment;Rio Grande do Sul;South;-30.019.569;-51.149.391;131;489653.71
1139;apartment;Rio Grande do Sul;South;-30.015.366;-51.193.504;114;948221.29
1140;apartment;Rio Grande do Sul;South;-30.022.511;-51.161.591;;1504297.06
1141;apartment;Rio Grande do Sul;South;-3.010.089.825;-5.123.512.653;54;254522.54
1142;apartment;Rio Grande do Sul;South;-30.035.332;-51.135.017;59;300859.38
1143;house;Rio Grande do Sul;South;-30.150.076;-51.213.417;;731956.62
1144;apartment;Rio Grande do Sul;South;-30.103.489;-51.253.208;198;757196.48
1145;apartment;Rio Grande do Sul;South;-296.918.894;-538.119.816;133;494701.71
1146;apartment;Rio Grande do Sul;South;-30.034.859;-51.144.165;88;598876.59
1147;apartment;Rio Grande do Sul;South;-30.023.415;-5.120.953;72;242302.87
1148;apartment;Rio Grande do Sul;South;-3.006.321;-51.156.021;55;446163.05
1149;apartment;Rio Grande do Sul;South;-3.004.122;-5.122.538;53;277638.7
1150;apartment;Rio Grande do Sul;South;-30.015.366;-51.193.504;154;598876.59
1151;apartment;Rio Grande do Sul;South;-3.003.305.556;-51.23;65;425356.09
1152;apartment;Rio Grande do Sul;South;-30.051.098;-51.216.896;85;698704.32
1153;apartment;Rio Grande do Sul;South;-300.089;-51.155.739;77;464413.85
1154;apartment;Rio Grande do Sul;South;-296.934.703;-5.379.765;;454317.88
1155;apartment;Rio Grande do Sul;South;-30.016.413;-51.196.453;68;349344.66
1156;apartment;Rio Grande do Sul;South;-30.022.408;-51.182.068;62;262494.77
1157;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;132;1444615.16
1158;apartment;Rio Grande do Sul;South;-2.969.819.048;-5.381.025.173;;282686.67
1159;apartment;Rio Grande do Sul;South;-30.052.401;-51.196.148;55;323393.36
1160;apartment;Rio Grande do Sul;South;-296.905.805;-538.135.512;114;413934.08
1161;apartment;Rio Grande do Sul;South;-30.049.229;-51.201.336;76;429078.02
1162;apartment;Rio Grande do Sul;South;-30.098.846;-51.240.437;74;499749.67
1163;apartment;Rio Grande do Sul;South;-30.078.871;-51.237.934;75;309419.57
1164;apartment;Rio Grande do Sul;South;-30.023.874;-51.133.713;75;469461.81
1165;apartment;Rio Grande do Sul;South;-29.145.527;-51.213.455;144;838427.23
1166;apartment;Rio Grande do Sul;South;-29.975.916;-51.193.546;65;416720.29
1167;apartment;Rio Grande do Sul;South;-30.014.494;-51.185.703;;598876.59
1168;apartment;Rio Grande do Sul;South;-3.005.051;-51.188.564;93;474509.81
1169;apartment;Rio Grande do Sul;South;-297.024.305;-524.259.007;89;289753.84
1170;apartment;Rio Grande do Sul;South;-296.882.632;-53.820.142;185;908635.8
1171;apartment;Rio Grande do Sul;South;-30.107.187;-51.238.651;90;788520.85
1172;apartment;Rio Grande do Sul;South;-30.119.474;-51.250.092;110;577915.91
1173;apartment;Rio Grande do Sul;South;-29.919.458;-50.224.442;68;239550.63
1174;apartment;Rio Grande do Sul;South;-30.059.143;-51.227.844;203;658764.27
1175;apartment;Rio Grande do Sul;South;-296.805.979;-538.195.627;60;265018.75
1176;apartment;Rio Grande do Sul;South;-296.860.884;-538.036.713;;449157.45
1177;apartment;Rio Grande do Sul;South;-30.041.342;-51.209.351;114;598876.59
1178;apartment;Rio Grande do Sul;South;-30.031.038;-51.217.381;107;484605.74
1179;house;Rio Grande do Sul;South;-296.821.086;-538.141.087;;706716.72
1180;apartment;Rio Grande do Sul;South;-30.038.136;-51.188.606;90;464413.85
1181;apartment;Rio Grande do Sul;South;-30.068.159;-51.229.153;117;646140.99
1182;apartment;Rio Grande do Sul;South;-30.002.014;-51.159.657;115;377292.23
1183;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;138;1393241.58
1184;house;Rio Grande do Sul;South;-30.093.275;-51.202.991;174;540133.5
1185;apartment;Rio Grande do Sul;South;-30.105.619;-51.242.771;56;269494.46
1186;apartment;Rio Grande do Sul;South;-30.032.684;-51.198.807;76;333166.46
1187;apartment;Rio Grande do Sul;South;-30.032.043;-51.178.146;241;1292282.02
1188;apartment;Rio Grande do Sul;South;-30.048.586;-51.193.619;73;582906.56
1189;house;Rio Grande do Sul;South;-30.083.546;-51.211.407;;726908.65
1190;apartment;Rio Grande do Sul;South;-30.041.872;-51.215.961;59;465180.13
1191;apartment;Rio Grande do Sul;South;-30.019.489;-51.167.549;104;848408.53
1192;apartment;Rio Grande do Sul;South;-30.032.043;-51.178.146;58;656236.96
1193;apartment;Rio Grande do Sul;South;-30.031.719;-51.207.718;67;424030.02
1194;apartment;Rio Grande do Sul;South;-30.060.946;-51.166.382;77;302878.6
1195;house;Rio Grande do Sul;South;-29.984.089;-5.112.841;199;484605.74
1196;apartment;Rio Grande do Sul;South;-30.043.938;-51.191.223;132;1602431.1
1197;apartment;Rio Grande do Sul;South;-30.023.867;-50.245.049;189;624229.05
1198;apartment;Rio Grande do Sul;South;-30.014.015;-51.175.533;;580517.3
1199;apartment;Rio Grande do Sul;South;-2.968.557.276;-5.379.927.636;73;316003.32
1200;apartment;Rio Grande do Sul;South;-2.968.899.993;-5.379.955.571;81;401746.36
1201;apartment;Rio Grande do Sul;South;-30.019.247;-51.195.488;73;580517.3
1202;apartment;Rio Grande do Sul;South;-30.023.415;-5.120.953;;392732.58
1203;apartment;Rio Grande do Sul;South;-30.027.906;-51.190.132;124;1227697.04
1204;apartment;Rio Grande do Sul;South;-296.858.073;-538.074.871;88;239550.63
1205;house;Rio Grande do Sul;South;-29.145.527;-51.213.455;207;634809.18
1206;apartment;Rio Grande do Sul;South;-2.914.562.445;-5.152.948.809;125;488626.96
1207;apartment;Rio Grande do Sul;South;-30.032.816;-51.216.465;73;328383.98
1208;house;Rio Grande do Sul;South;-29.946.451;-51.111.507;251;1211514.4
1209;house;Rio Grande do Sul;South;-30.162.922;-51.218.388;;454317.88
1210;apartment;Rio Grande do Sul;South;-30.045.778;-51.171.303;80;429194.89
1211;house;Rio Grande do Sul;South;-30.030.844;-51.234.386;104;706716.72
1212;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;104;777388.41
1213;apartment;Rio Grande do Sul;South;-30.029.697;-51.202.991;105;678726.79
1214;apartment;Rio Grande do Sul;South;-2.970.825;-53.722.248;;600709.23
1215;apartment;Rio Grande do Sul;South;-30.045.527;-5.119.289;94;656236.96
1216;apartment;Rio Grande do Sul;South;-30.098.846;-51.240.437;63;272590.73
1217;apartment;Rio Grande do Sul;South;-30.014.015;-51.175.533;141;598876.59
1218;apartment;Rio Grande do Sul;South;-30.041.872;-51.215.961;;323070.49
1219;apartment;Rio Grande do Sul;South;-30.031.719;-51.207.718;103;323070.49
1220;apartment;Rio Grande do Sul;South;-2.968.768.549;-5.381.949.154;85;333166.46
1221;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;108;918277.46
1222;house;Rio Grande do Sul;South;-297.527.413;-511.078.731;64;323070.49
1223;house;Rio Grande do Sul;South;-30.002.295;-51.123.158;207;1097940.43
1224;house;Rio Grande do Sul;South;-301.581.539;-512.128.832;115;373550.26
1225;apartment;Rio Grande do Sul;South;-30.057.297;-51.155.926;69;429078.02
1226;house;Rio Grande do Sul;South;-296.968.386;-537.888.532;240;1312473.95
1227;apartment;Rio Grande do Sul;South;-30.032.043;-51.178.146;123;953211.93
1228;apartment;Rio Grande do Sul;South;-296.897.817;-538.084.522;66;333166.46
1229;apartment;Rio Grande do Sul;South;-2.970.672.709;-5.241.935.216;128;343262.39
1230;apartment;Rio Grande do Sul;South;-30.019.569;-51.149.391;64;353358.36
1231;apartment;Rio Grande do Sul;South;-3.003.689;-51.199.066;152;698689.35
1232;apartment;Rio Grande do Sul;South;-3.003.764;-51.189.133;97;638801.71
1233;apartment;Rio Grande do Sul;South;-30.088.015;-51.237.003;107;618839.15
1234;house;Rio Grande do Sul;South;-30.158.951;-51.216.072;83;350842.43
1235;apartment;Rio Grande do Sul;South;-30.020.681;-51.201.683;91;696620.79
1236;apartment;Rio Grande do Sul;South;-30.024.878;-51.204.952;97;503788.07
1237;apartment;Rio Grande do Sul;South;-30.032.043;-51.178.146;;1197753.22
1238;apartment;Rio Grande do Sul;South;-30.029.264;-51.191.223;;656236.96
1239;apartment;Rio Grande do Sul;South;-30.019.569;-51.149.391;65;349344.66
1240;apartment;Rio Grande do Sul;South;-30.036.882;-51.200.722;62;265523.55
1241;apartment;Rio Grande do Sul;South;-30.038.013;-51.162.582;125;484605.74
1242;apartment;Rio Grande do Sul;South;-296.944.266;-538.125.005;85;396770.94
